idhod,hodnota,vuk,vuk_text,stapro_kod,vuzemi_cis,vuzemi_kod,rok,casref_od,casref_do,vuzemi_txt
967502584,6394,DEM0007,Živě narození,4355,100,3123,2021,2021-01-01,2021-12-31,Olomoucký kraj
967503879,4,DEM0007,Živě narození,4355,43,512826,2021,2021-01-01,2021-12-31,Buk
967503883,16,DEM0007,Živě narození,4355,43,512869,2021,2021-01-01,2021-12-31,Strahovice
967503889,1,DEM0007,Živě narození,4355,43,512893,2021,2021-01-01,2021-12-31,Nové Lublice
967503897,17,DEM0007,Živě narození,4355,43,512923,2021,2021-01-01,2021-12-31,Chlebičov
967508170,4,DEM0007,Živě narození,4355,43,541699,2021,2021-01-01,2021-12-31,Čistá
967506467,2,DEM0007,Živě narození,4355,43,536300,2021,2021-01-01,2021-12-31,Věžovatá Pláně
967506472,96,DEM0007,Živě narození,4355,43,536326,2021,2021-01-01,2021-12-31,Mnichovo Hradiště
967506489,0,DEM0007,Živě narození,4355,43,536369,2021,2021-01-01,2021-12-31,Hornosín
967506506,2,DEM0007,Živě narození,4355,43,536407,2021,2021-01-01,2021-12-31,Obruby
967507709,1,DEM0007,Živě narození,4355,43,540285,2021,2021-01-01,2021-12-31,Hřiměždice
967507733,5,DEM0007,Živě narození,4355,43,540340,2021,2021-01-01,2021-12-31,Nebílovy
967507742,7,DEM0007,Živě narození,4355,43,540374,2021,2021-01-01,2021-12-31,Jablonná
967508715,14,DEM0007,Živě narození,4355,43,544809,2021,2021-01-01,2021-12-31,Ločenice
967506060,11,DEM0007,Živě narození,4355,43,535044,2021,2021-01-01,2021-12-31,Mělnické Vtelno
967509380,1,DEM0007,Živě narození,4355,43,547549,2021,2021-01-01,2021-12-31,Bohdalín
967510680,6,DEM0007,Živě narození,4355,43,551899,2021,2021-01-01,2021-12-31,Třebohostice
967510695,0,DEM0007,Živě narození,4355,43,551945,2021,2021-01-01,2021-12-31,Rudná pod Pradědem
967510701,6,DEM0007,Živě narození,4355,43,551961,2021,2021-01-01,2021-12-31,Volenice
967510704,3,DEM0007,Živě narození,4355,43,551996,2021,2021-01-01,2021-12-31,Ludvíkov
967512490,15,DEM0007,Živě narození,4355,43,560120,2021,2021-01-01,2021-12-31,Radnice
967512491,0,DEM0007,Živě narození,4355,43,560146,2021,2021-01-01,2021-12-31,Sebečice
967512505,3,DEM0007,Živě narození,4355,43,560189,2021,2021-01-01,2021-12-31,Těně
967512507,1,DEM0007,Živě narození,4355,43,560197,2021,2021-01-01,2021-12-31,Lažany
967513259,1,DEM0007,Živě narození,4355,43,562670,2021,2021-01-01,2021-12-31,Ponědraž
967514592,2,DEM0007,Živě narození,4355,43,566888,2021,2021-01-01,2021-12-31,Olbramov
967515523,3,DEM0007,Živě narození,4355,43,570168,2021,2021-01-01,2021-12-31,Klamoš
967515527,5,DEM0007,Živě narození,4355,43,570184,2021,2021-01-01,2021-12-31,Kosičky
967515542,4,DEM0007,Živě narození,4355,43,570222,2021,2021-01-01,2021-12-31,Lejšovka
967516794,4,DEM0007,Živě narození,4355,43,574198,2021,2021-01-01,2021-12-31,Spojil
967516805,9,DEM0007,Živě narození,4355,43,574228,2021,2021-01-01,2021-12-31,Martínkovice
967516828,8,DEM0007,Živě narození,4355,43,574317,2021,2021-01-01,2021-12-31,Otovice
967515114,2,DEM0007,Živě narození,4355,43,568881,2021,2021-01-01,2021-12-31,Kojetín
967517460,6,DEM0007,Živě narození,4355,43,576841,2021,2021-01-01,2021-12-31,Tutleky
967517464,3,DEM0007,Živě narození,4355,43,576875,2021,2021-01-01,2021-12-31,Val
967517477,3,DEM0007,Živě narození,4355,43,576930,2021,2021-01-01,2021-12-31,Zdelov
967518447,4,DEM0007,Živě narození,4355,43,580651,2021,2021-01-01,2021-12-31,Mladkov
967518458,9,DEM0007,Živě narození,4355,43,580686,2021,2021-01-01,2021-12-31,Nekoř
967519745,77,DEM0007,Živě narození,4355,43,585513,2021,2021-01-01,2021-12-31,Napajedla
967519750,4,DEM0007,Živě narození,4355,43,585548,2021,2021-01-01,2021-12-31,Nedašova Lhota
967519757,157,DEM0007,Živě narození,4355,43,585599,2021,2021-01-01,2021-12-31,Otrokovice
967519776,7,DEM0007,Živě narození,4355,43,585734,2021,2021-01-01,2021-12-31,Sehradice
967521091,7,DEM0007,Živě narození,4355,43,590193,2021,2021-01-01,2021-12-31,Vrchoslavice
967521111,5,DEM0007,Živě narození,4355,43,590282,2021,2021-01-01,2021-12-31,Bačice
967518012,6,DEM0007,Živě narození,4355,43,578851,2021,2021-01-01,2021-12-31,Široký Důl
967525294,13,DEM0007,Živě narození,4355,43,509841,2021,2021-01-01,2021-12-31,Raduň
967522306,7,DEM0007,Živě narození,4355,43,594628,2021,2021-01-01,2021-12-31,Plaveč
967522311,0,DEM0007,Živě narození,4355,43,594644,2021,2021-01-01,2021-12-31,Podmolí
967522315,0,DEM0007,Živě narození,4355,43,594652,2021,2021-01-01,2021-12-31,Podmyče
967522322,5,DEM0007,Živě narození,4355,43,594687,2021,2021-01-01,2021-12-31,Pravice
967523558,0,DEM0007,Živě narození,4355,43,599204,2021,2021-01-01,2021-12-31,Korkyně
967524524,225,DEM0007,Živě narození,4355,65,5302,2021,2021-01-01,2021-12-31,Hlinsko
967524545,262,DEM0007,Živě narození,4355,65,5308,2021,2021-01-01,2021-12-31,Moravská Třebová
967524836,261,DEM0007,Živě narození,4355,65,8113,2021,2021-01-01,2021-12-31,Kravaře
967524839,383,DEM0007,Živě narození,4355,65,8114,2021,2021-01-01,2021-12-31,Krnov
967521873,8,DEM0007,Živě narození,4355,43,593079,2021,2021-01-01,2021-12-31,Hrušky
967523172,3,DEM0007,Živě narození,4355,43,597899,2021,2021-01-01,2021-12-31,Široká Niva
967525495,5,DEM0007,Živě narození,4355,43,513369,2021,2021-01-01,2021-12-31,Přehvozdí
967526522,1,DEM0007,Živě narození,4355,43,531707,2021,2021-01-01,2021-12-31,Nosálov
967526531,52,DEM0007,Živě narození,4355,43,531723,2021,2021-01-01,2021-12-31,Rudná
967527811,38,DEM0007,Živě narození,4355,43,535702,2021,2021-01-01,2021-12-31,Dolní Bousov
967529345,0,DEM0007,Živě narození,4355,43,540927,2021,2021-01-01,2021-12-31,Čilá
967526019,9,DEM0007,Živě narození,4355,43,530093,2021,2021-01-01,2021-12-31,Loket
967526021,3,DEM0007,Živě narození,4355,43,530107,2021,2021-01-01,2021-12-31,Louňovice pod Blaníkem
967526033,2,DEM0007,Živě narození,4355,43,530140,2021,2021-01-01,2021-12-31,Milínov
967527351,12,DEM0007,Živě narození,4355,43,534242,2021,2021-01-01,2021-12-31,Nové Dvory
967528378,9,DEM0007,Živě narození,4355,43,537632,2021,2021-01-01,2021-12-31,Pátek
967532629,3,DEM0007,Živě narození,4355,43,553573,2021,2021-01-01,2021-12-31,Drahotín
967532639,0,DEM0007,Živě narození,4355,43,553603,2021,2021-01-01,2021-12-31,Studená
967532641,6,DEM0007,Živě narození,4355,43,553611,2021,2021-01-01,2021-12-31,Litohlavy
967532644,3,DEM0007,Živě narození,4355,43,553620,2021,2021-01-01,2021-12-31,Hlohová
967529954,20,DEM0007,Živě narození,4355,43,544302,2021,2021-01-01,2021-12-31,Lešná
967530931,4,DEM0007,Živě narození,4355,43,547891,2021,2021-01-01,2021-12-31,Stolany
967530942,2,DEM0007,Živě narození,4355,43,547921,2021,2021-01-01,2021-12-31,Trpík
967530969,18,DEM0007,Živě narození,4355,43,548014,2021,2021-01-01,2021-12-31,Dlouhá Třebová
967533188,7,DEM0007,Živě narození,4355,43,556106,2021,2021-01-01,2021-12-31,Dolany
967534590,8,DEM0007,Živě narození,4355,43,562483,2021,2021-01-01,2021-12-31,Heřmanov
967534599,1,DEM0007,Živě narození,4355,43,562491,2021,2021-01-01,2021-12-31,Kačlehy
967535603,3,DEM0007,Živě narození,4355,43,565733,2021,2021-01-01,2021-12-31,Hrušov
967535613,14,DEM0007,Živě narození,4355,43,565768,2021,2021-01-01,2021-12-31,Třebenice
967537236,3,DEM0007,Živě narození,4355,43,571474,2021,2021-01-01,2021-12-31,Horní Bradlo
967537245,3,DEM0007,Živě narození,4355,43,571504,2021,2021-01-01,2021-12-31,Hroubovice
967533848,5,DEM0007,Živě narození,4355,43,559792,2021,2021-01-01,2021-12-31,Ejpovice
967534147,5,DEM0007,Živě narození,4355,43,561011,2021,2021-01-01,2021-12-31,Lestkov
967534149,1,DEM0007,Živě narození,4355,43,561029,2021,2021-01-01,2021-12-31,Světce
967535136,2,DEM0007,Živě narození,4355,43,564192,2021,2021-01-01,2021-12-31,Páleč
967535154,4,DEM0007,Živě narození,4355,43,564249,2021,2021-01-01,2021-12-31,Chrást
967536444,15,DEM0007,Živě narození,4355,43,568864,2021,2021-01-01,2021-12-31,Doubrava
967536457,11,DEM0007,Živě narození,4355,43,568902,2021,2021-01-01,2021-12-31,Kožlí
967536472,20,DEM0007,Živě narození,4355,43,568945,2021,2021-01-01,2021-12-31,Krucemburk
967537396,3,DEM0007,Živě narození,4355,43,571971,2021,2021-01-01,2021-12-31,Kováň
967537710,1,DEM0007,Živě narození,4355,43,572951,2021,2021-01-01,2021-12-31,Podůlšany
967539023,2,DEM0007,Živě narození,4355,43,578029,2021,2021-01-01,2021-12-31,Vysoká Pec
967539940,12,DEM0007,Živě narození,4355,43,581364,2021,2021-01-01,2021-12-31,Bořitov
967541221,3,DEM0007,Živě narození,4355,43,586340,2021,2021-01-01,2021-12-31,Lovčice
967541247,12,DEM0007,Živě narození,4355,43,586421,2021,2021-01-01,2021-12-31,Násedlovice
967541255,3,DEM0007,Živě narození,4355,43,586447,2021,2021-01-01,2021-12-31,Nenkovice
967541260,10,DEM0007,Živě narození,4355,43,586455,2021,2021-01-01,2021-12-31,Nová Lhota
967541214,14,DEM0007,Živě narození,4355,43,586323,2021,2021-01-01,2021-12-31,Lipov
967543633,6,DEM0007,Živě narození,4355,43,594768,2021,2021-01-01,2021-12-31,Skalice
967544671,11,DEM0007,Živě narození,4355,43,598526,2021,2021-01-01,2021-12-31,Roztoky
967544698,2,DEM0007,Živě narození,4355,43,598607,2021,2021-01-01,2021-12-31,Hlincová Hora
967541906,60,DEM0007,Živě narození,4355,43,588491,2021,2021-01-01,2021-12-31,Hulín
967541908,2,DEM0007,Živě narození,4355,43,588504,2021,2021-01-01,2021-12-31,Chomýž
967543189,0,DEM0007,Živě narození,4355,43,593231,2021,2021-01-01,2021-12-31,Křižanovice u Vyškova
967544168,8,DEM0007,Živě narození,4355,43,596531,2021,2021-01-01,2021-12-31,Radešínská Svratka
967544189,2,DEM0007,Živě narození,4355,43,596604,2021,2021-01-01,2021-12-31,Rousměrov
967545184,907,DEM0007,Živě narození,4355,101,40304,2021,2021-01-01,2021-12-31,Jindřichův Hradec
967545194,701,DEM0007,Živě narození,4355,101,40339,2021,2021-01-01,2021-12-31,Strakonice
967545211,773,DEM0007,Živě narození,4355,101,40363,2021,2021-01-01,2021-12-31,Klatovy
967545220,463,DEM0007,Živě narození,4355,101,40401,2021,2021-01-01,2021-12-31,Rokycany
967545726,267,DEM0007,Živě narození,4355,65,5107,2021,2021-01-01,2021-12-31,Semily
967545737,110,DEM0007,Živě narození,4355,65,5110,2021,2021-01-01,2021-12-31,Železný Brod
967546761,2,DEM0007,Živě narození,4355,43,513032,2021,2021-01-01,2021-12-31,Kamenný Most
967546765,8,DEM0007,Živě narození,4355,43,513041,2021,2021-01-01,2021-12-31,Lhota
967546775,3,DEM0007,Živě narození,4355,43,513075,2021,2021-01-01,2021-12-31,Hobšovice
967548000,11,DEM0007,Živě narození,4355,43,531901,2021,2021-01-01,2021-12-31,Újezd
967548005,7,DEM0007,Živě narození,4355,43,531910,2021,2021-01-01,2021-12-31,Velký Chlumec
967548018,6,DEM0007,Živě narození,4355,43,531952,2021,2021-01-01,2021-12-31,Všeradice
967548028,2,DEM0007,Živě narození,4355,43,531987,2021,2021-01-01,2021-12-31,Dolní Zimoř
967546282,5,DEM0007,Živě narození,4355,43,504246,2021,2021-01-01,2021-12-31,Mladeč
967546286,3,DEM0007,Živě narození,4355,43,504301,2021,2021-01-01,2021-12-31,Dřenice
967552764,0,DEM0007,Živě narození,4355,43,548791,2021,2021-01-01,2021-12-31,Chlístov
967552769,0,DEM0007,Živě narození,4355,43,548804,2021,2021-01-01,2021-12-31,Lampertice
967552776,0,DEM0007,Živě narození,4355,43,548812,2021,2021-01-01,2021-12-31,Stanovice
967552789,0,DEM0007,Živě narození,4355,43,548855,2021,2021-01-01,2021-12-31,Bříšťany
967552800,1,DEM0007,Živě narození,4355,43,548910,2021,2021-01-01,2021-12-31,Ohaveč
967552807,3,DEM0007,Živě narození,4355,43,548936,2021,2021-01-01,2021-12-31,Těmice
967552813,2,DEM0007,Živě narození,4355,43,548952,2021,2021-01-01,2021-12-31,Budčeves
967549973,12,DEM0007,Živě narození,4355,43,537985,2021,2021-01-01,2021-12-31,Všechlapy
967550966,10,DEM0007,Živě narození,4355,43,541303,2021,2021-01-01,2021-12-31,Vidnava
967550972,21,DEM0007,Živě narození,4355,43,541338,2021,2021-01-01,2021-12-31,Stará Huť
967552264,1,DEM0007,Živě narození,4355,43,546950,2021,2021-01-01,2021-12-31,Nová Pláň
967552273,4,DEM0007,Živě narození,4355,43,546984,2021,2021-01-01,2021-12-31,Bílov
967553129,0,DEM0007,Živě narození,4355,43,549967,2021,2021-01-01,2021-12-31,Hačky
967553132,2,DEM0007,Živě narození,4355,43,549975,2021,2021-01-01,2021-12-31,Veselíčko
967553134,1,DEM0007,Živě narození,4355,43,549983,2021,2021-01-01,2021-12-31,Polomí
967553140,0,DEM0007,Živě narození,4355,43,550019,2021,2021-01-01,2021-12-31,Vracovice
967550493,8,DEM0007,Živě narození,4355,43,539708,2021,2021-01-01,2021-12-31,Středokluky
967550506,12,DEM0007,Živě narození,4355,43,539767,2021,2021-01-01,2021-12-31,Tuchoměřice
967550514,3,DEM0007,Živě narození,4355,43,539783,2021,2021-01-01,2021-12-31,Oplot
967550531,26,DEM0007,Živě narození,4355,43,539848,2021,2021-01-01,2021-12-31,Vrané nad Vltavou
967554875,4,DEM0007,Živě narození,4355,43,557145,2021,2021-01-01,2021-12-31,Lukoveček
967556110,7,DEM0007,Živě narození,4355,43,562521,2021,2021-01-01,2021-12-31,Huntířov
967557101,6,DEM0007,Živě narození,4355,43,565571,2021,2021-01-01,2021-12-31,Vlkava
967557116,10,DEM0007,Živě narození,4355,43,565610,2021,2021-01-01,2021-12-31,Snědovice
967554382,4,DEM0007,Živě narození,4355,43,554201,2021,2021-01-01,2021-12-31,Semněvice
967554395,28,DEM0007,Živě narození,4355,43,554294,2021,2021-01-01,2021-12-31,Staňkov
967554411,1,DEM0007,Živě narození,4355,43,554405,2021,2021-01-01,2021-12-31,Úsilov
967554420,0,DEM0007,Živě narození,4355,43,554448,2021,2021-01-01,2021-12-31,Všepadly
967556655,0,DEM0007,Živě narození,4355,43,564222,2021,2021-01-01,2021-12-31,Nestrašovice
967560063,11,DEM0007,Živě narození,4355,43,575771,2021,2021-01-01,2021-12-31,Svinčany
967560071,3,DEM0007,Živě narození,4355,43,575828,2021,2021-01-01,2021-12-31,Trusnov
967560093,0,DEM0007,Živě narození,4355,43,575917,2021,2021-01-01,2021-12-31,Urbanice
967561127,1,DEM0007,Živě narození,4355,43,579581,2021,2021-01-01,2021-12-31,Pec pod Sněžkou
967561139,6,DEM0007,Živě narození,4355,43,579661,2021,2021-01-01,2021-12-31,Staré Buky
967558322,1000,DEM0007,Živě narození,4355,43,569810,2021,2021-01-01,2021-12-31,Hradec Králové
967558348,7,DEM0007,Živě narození,4355,43,569887,2021,2021-01-01,2021-12-31,Boharyně
967559637,5,DEM0007,Živě narození,4355,43,574058,2021,2021-01-01,2021-12-31,Heřmánkovice
967560635,9,DEM0007,Živě narození,4355,43,578096,2021,2021-01-01,2021-12-31,Chornice
967563878,0,DEM0007,Živě narození,4355,43,589837,2021,2021-01-01,2021-12-31,Ondratice
967564881,11,DEM0007,Živě narození,4355,43,593788,2021,2021-01-01,2021-12-31,Bohutice
967562186,8,DEM0007,Živě narození,4355,43,583847,2021,2021-01-01,2021-12-31,Sentice
967564391,10,DEM0007,Živě narození,4355,43,591840,2021,2021-01-01,2021-12-31,Trnava
967564396,4,DEM0007,Živě narození,4355,43,591866,2021,2021-01-01,2021-12-31,Třebenice
967564410,0,DEM0007,Živě narození,4355,43,591947,2021,2021-01-01,2021-12-31,Zahrádka
967564416,2,DEM0007,Živě narození,4355,43,591955,2021,2021-01-01,2021-12-31,Zárubice
967564440,33,DEM0007,Živě narození,4355,43,592064,2021,2021-01-01,2021-12-31,Boršice
967565729,1,DEM0007,Živě narození,4355,43,596710,2021,2021-01-01,2021-12-31,Sejřek
967562741,22,DEM0007,Živě narození,4355,43,585955,2021,2021-01-01,2021-12-31,Vlachovice
967562750,7,DEM0007,Živě narození,4355,43,585980,2021,2021-01-01,2021-12-31,Vysoké Pole
967569162,5,DEM0007,Živě narození,4355,43,531251,2021,2021-01-01,2021-12-31,Chaloupky
967569193,4,DEM0007,Živě narození,4355,43,531341,2021,2021-01-01,2021-12-31,Drobovice
967569199,1,DEM0007,Živě narození,4355,43,531367,2021,2021-01-01,2021-12-31,Adamov
967567342,229,DEM0007,Živě narození,4355,65,6108,2021,2021-01-01,2021-12-31,Nové Město na Moravě
967495894,22,DEM0007,Živě narození,4355,43,576701,2021,2021-01-01,2021-12-31,Rokytnice v Orlických horách
967495907,1,DEM0007,Živě narození,4355,43,576751,2021,2021-01-01,2021-12-31,Semechnice
967497131,4,DEM0007,Živě narození,4355,43,581089,2021,2021-01-01,2021-12-31,Újezd u Chocně
967497139,1,DEM0007,Živě narození,4355,43,581143,2021,2021-01-01,2021-12-31,Voděrady
967497146,11,DEM0007,Živě narození,4355,43,581151,2021,2021-01-01,2021-12-31,Vraclav
967498426,1,DEM0007,Živě narození,4355,43,586005,2021,2021-01-01,2021-12-31,Závist
967498445,2,DEM0007,Živě narození,4355,43,586064,2021,2021-01-01,2021-12-31,Světlá
967498465,18,DEM0007,Živě narození,4355,43,586129,2021,2021-01-01,2021-12-31,Dambořice
967499684,21,DEM0007,Živě narození,4355,43,590126,2021,2021-01-01,2021-12-31,Určice
967500702,2,DEM0007,Živě narození,4355,43,593893,2021,2021-01-01,2021-12-31,Černín
967503049,345,DEM0007,Živě narození,4355,65,5315,2021,2021-01-01,2021-12-31,Žamberk
967504513,6,DEM0007,Živě narození,4355,43,530182,2021,2021-01-01,2021-12-31,Žákava
967501308,7,DEM0007,Živě narození,4355,43,596094,2021,2021-01-01,2021-12-31,Martinice
967501338,5,DEM0007,Živě narození,4355,43,596183,2021,2021-01-01,2021-12-31,Netín
967502594,2571,DEM0007,Živě narození,4355,101,40789,2021,2021-01-01,2021-12-31,Olomouc
967502603,1140,DEM0007,Živě narození,4355,101,40819,2021,2021-01-01,2021-12-31,Šumperk
967502610,6040,DEM0007,Živě narození,4355,100,3131,2021,2021-01-01,2021-12-31,Zlínský kraj
967503608,10,DEM0007,Živě narození,4355,43,507261,2021,2021-01-01,2021-12-31,Hrabyně
967503627,35,DEM0007,Živě narození,4355,43,507504,2021,2021-01-01,2021-12-31,Kobeřice
967503920,2,DEM0007,Živě narození,4355,43,513059,2021,2021-01-01,2021-12-31,Čelechovice
967504650,5,DEM0007,Živě narození,4355,43,530638,2021,2021-01-01,2021-12-31,Soběhrdy
967504680,1,DEM0007,Živě narození,4355,43,530735,2021,2021-01-01,2021-12-31,Staré Hrady
967504684,0,DEM0007,Živě narození,4355,43,530743,2021,2021-01-01,2021-12-31,Bílkovice
967506212,17,DEM0007,Živě narození,4355,43,535478,2021,2021-01-01,2021-12-31,Bezno
967507431,25,DEM0007,Živě narození,4355,43,539406,2021,2021-01-01,2021-12-31,Lety
967507456,5,DEM0007,Živě narození,4355,43,539481,2021,2021-01-01,2021-12-31,Valy
967507467,18,DEM0007,Živě narození,4355,43,539503,2021,2021-01-01,2021-12-31,Ohrobec
967508747,15,DEM0007,Živě narození,4355,43,544922,2021,2021-01-01,2021-12-31,Střítež nad Bečvou
967508751,6,DEM0007,Živě narození,4355,43,544931,2021,2021-01-01,2021-12-31,Študlov
967505752,1,DEM0007,Živě narození,4355,43,534099,2021,2021-01-01,2021-12-31,Chlístovice
967505775,8,DEM0007,Živě narození,4355,43,534170,2021,2021-01-01,2021-12-31,Ledečko
967505783,8,DEM0007,Živě narození,4355,43,534196,2021,2021-01-01,2021-12-31,Svatý Mikuláš
967512232,13,DEM0007,Živě narození,4355,43,558915,2021,2021-01-01,2021-12-31,Hromnice
967512248,0,DEM0007,Živě narození,4355,43,558982,2021,2021-01-01,2021-12-31,Jarov
967512253,3,DEM0007,Živě narození,4355,43,559016,2021,2021-01-01,2021-12-31,Nasavrky
967512264,5,DEM0007,Živě narození,4355,43,559041,2021,2021-01-01,2021-12-31,Kozojedy
967510420,17,DEM0007,Živě narození,4355,43,550728,2021,2021-01-01,2021-12-31,Zdíkov
967510438,225,DEM0007,Živě narození,4355,43,550787,2021,2021-01-01,2021-12-31,Strakonice
967511714,7,DEM0007,Živě narození,4355,43,555533,2021,2021-01-01,2021-12-31,Sadov
967511720,5,DEM0007,Živě narození,4355,43,555550,2021,2021-01-01,2021-12-31,Stanovice
967511723,5,DEM0007,Živě narození,4355,43,555584,2021,2021-01-01,2021-12-31,Stráž nad Ohří
967511729,7,DEM0007,Živě narození,4355,43,555592,2021,2021-01-01,2021-12-31,Stružná
967511740,6,DEM0007,Živě narození,4355,43,555681,2021,2021-01-01,2021-12-31,Útvina
967512865,12,DEM0007,Živě narození,4355,43,561444,2021,2021-01-01,2021-12-31,Brniště
967512516,1,DEM0007,Živě narození,4355,43,560227,2021,2021-01-01,2021-12-31,Vejvanov
967509968,7,DEM0007,Živě narození,4355,43,549380,2021,2021-01-01,2021-12-31,Drhovle
967509976,13,DEM0007,Živě narození,4355,43,549401,2021,2021-01-01,2021-12-31,Pozlovice
967509993,4,DEM0007,Živě narození,4355,43,549444,2021,2021-01-01,2021-12-31,Oldřichovice
967514334,5,DEM0007,Živě narození,4355,43,566055,2021,2021-01-01,2021-12-31,Vřeskovice
967515239,2,DEM0007,Živě narození,4355,43,569267,2021,2021-01-01,2021-12-31,Hlinsko
967516530,1,DEM0007,Živě narození,4355,43,573388,2021,2021-01-01,2021-12-31,Litoboř
967516534,3,DEM0007,Živě narození,4355,43,573400,2021,2021-01-01,2021-12-31,Loučky
967513841,0,DEM0007,Živě narození,4355,43,564541,2021,2021-01-01,2021-12-31,Zdislava
967514871,1,DEM0007,Živě narození,4355,43,568163,2021,2021-01-01,2021-12-31,Žermanice
967515171,7,DEM0007,Živě narození,4355,43,569046,2021,2021-01-01,2021-12-31,Lipnice nad Sázavou
967516121,2,DEM0007,Živě narození,4355,43,572152,2021,2021-01-01,2021-12-31,Raná
967518474,2,DEM0007,Živě narození,4355,43,580759,2021,2021-01-01,2021-12-31,Pastviny
967518486,0,DEM0007,Živě narození,4355,43,580783,2021,2021-01-01,2021-12-31,Plchovice
967518493,2,DEM0007,Živě narození,4355,43,580805,2021,2021-01-01,2021-12-31,Podlesí
967519493,13,DEM0007,Živě narození,4355,43,584592,2021,2021-01-01,2021-12-31,Křepice
967518048,1,DEM0007,Živě narození,4355,43,578991,2021,2021-01-01,2021-12-31,Vysoká
967519022,12,DEM0007,Živě narození,4355,43,582883,2021,2021-01-01,2021-12-31,Bratčice
967519046,10,DEM0007,Živě narození,4355,43,582964,2021,2021-01-01,2021-12-31,Domašov
967523248,50,DEM0007,Živě narození,4355,43,598259,2021,2021-01-01,2021-12-31,Jablunkov
967523252,10,DEM0007,Živě narození,4355,43,598267,2021,2021-01-01,2021-12-31,Modletice
967523266,7,DEM0007,Živě narození,4355,43,598291,2021,2021-01-01,2021-12-31,Čakovičky
967523271,8,DEM0007,Živě narození,4355,43,598305,2021,2021-01-01,2021-12-31,Svémyslice
967521593,24,DEM0007,Živě narození,4355,43,592145,2021,2021-01-01,2021-12-31,Dolní Němčí
967522856,11,DEM0007,Živě narození,4355,43,596574,2021,2021-01-01,2021-12-31,Radostín nad Oslavou
967524119,11978,DEM0007,Živě narození,4355,100,3140,2021,2021-01-01,2021-12-31,Moravskoslezský kraj
967527513,9,DEM0007,Živě narození,4355,43,534773,2021,2021-01-01,2021-12-31,Dřínov
967527519,14,DEM0007,Živě narození,4355,43,534803,2021,2021-01-01,2021-12-31,Hořín
967527537,1,DEM0007,Živě narození,4355,43,534862,2021,2021-01-01,2021-12-31,Zvěřínek
967527565,192,DEM0007,Živě narození,4355,43,534951,2021,2021-01-01,2021-12-31,Kralupy nad Vltavou
967525769,8,DEM0007,Živě narození,4355,43,520420,2021,2021-01-01,2021-12-31,Veselíčko
967527065,76,DEM0007,Živě narození,4355,43,533271,2021,2021-01-01,2021-12-31,Český Brod
967527086,8,DEM0007,Živě narození,4355,43,533351,2021,2021-01-01,2021-12-31,Chrášťany
967527112,12,DEM0007,Živě narození,4355,43,533432,2021,2021-01-01,2021-12-31,Kozojedy
967528394,141,DEM0007,Živě narození,4355,43,537683,2021,2021-01-01,2021-12-31,Poděbrady
967528406,10,DEM0007,Živě narození,4355,43,537721,2021,2021-01-01,2021-12-31,Přerov nad Labem
967532354,5,DEM0007,Živě narození,4355,43,552755,2021,2021-01-01,2021-12-31,Věžky
967532360,5,DEM0007,Živě narození,4355,43,552780,2021,2021-01-01,2021-12-31,Křtomil
967532393,1,DEM0007,Živě narození,4355,43,552887,2021,2021-01-01,2021-12-31,Stříbrnice
967529655,5,DEM0007,Živě narození,4355,43,541940,2021,2021-01-01,2021-12-31,Kroučová
967529668,22,DEM0007,Živě narození,4355,43,541991,2021,2021-01-01,2021-12-31,Lány
967529683,26,DEM0007,Živě narození,4355,43,542041,2021,2021-01-01,2021-12-31,Lužná
967530685,33,DEM0007,Živě narození,4355,43,546798,2021,2021-01-01,2021-12-31,Nová Bystřice
967530974,2,DEM0007,Živě narození,4355,43,548022,2021,2021-01-01,2021-12-31,Vračovice-Orlov
967530983,7,DEM0007,Živě narození,4355,43,548049,2021,2021-01-01,2021-12-31,Helvíkovice
967530990,0,DEM0007,Živě narození,4355,43,548073,2021,2021-01-01,2021-12-31,Ježov
967531928,16,DEM0007,Živě narození,4355,43,551201,2021,2021-01-01,2021-12-31,Katovice
967533208,6,DEM0007,Živě narození,4355,43,556335,2021,2021-01-01,2021-12-31,Chanovice
967533215,1,DEM0007,Živě narození,4355,43,556343,2021,2021-01-01,2021-12-31,Chlistov
967533235,4,DEM0007,Živě narození,4355,43,556505,2021,2021-01-01,2021-12-31,Křenice
967536677,28,DEM0007,Živě narození,4355,43,569631,2021,2021-01-01,2021-12-31,Sviadnov
967536684,7,DEM0007,Živě narození,4355,43,569658,2021,2021-01-01,2021-12-31,Úsobí
967536686,3,DEM0007,Živě narození,4355,43,569674,2021,2021-01-01,2021-12-31,Vepříkov
967536729,6,DEM0007,Živě narození,4355,43,569801,2021,2021-01-01,2021-12-31,Žižkovo Pole
967534883,13,DEM0007,Živě narození,4355,43,563358,2021,2021-01-01,2021-12-31,Strupčice
967535185,0,DEM0007,Živě narození,4355,43,564338,2021,2021-01-01,2021-12-31,Županovice
967536175,25,DEM0007,Živě narození,4355,43,567787,2021,2021-01-01,2021-12-31,Proboštov
967536189,3,DEM0007,Živě narození,4355,43,567876,2021,2021-01-01,2021-12-31,Žalany
967536200,1,DEM0007,Živě narození,4355,43,567973,2021,2021-01-01,2021-12-31,Homole u Panny
967536209,45,DEM0007,Živě narození,4355,43,568015,2021,2021-01-01,2021-12-31,Chlumec
967537435,2,DEM0007,Živě narození,4355,43,572136,2021,2021-01-01,2021-12-31,Kozojedy
